"","lons","lats","max_detect","when_detect","max_detect_scaled","when_detect_scaled","cluster"
"500",299.5,36.5,0.126582278481013,1995,0.563291139240506,0.58,2
"501",300.5,36.5,0.126582278481013,1937,0.563291139240506,0.348,2
"502",301.5,36.5,0.0886075949367089,1915,0.544303797468354,0.26,1
"503",302.5,36.5,0.0886075949367089,1995,0.544303797468354,0.58,2
"504",303.5,36.5,0.10126582278481,1995,0.550632911392405,0.58,2
"505",304.5,36.5,0.10126582278481,1995,0.550632911392405,0.58,2
"506",305.5,36.5,0.10126582278481,1995,0.550632911392405,0.58,2
"507",306.5,36.5,0.113924050632911,1996,0.556962025316456,0.584,2
"508",307.5,36.5,0.113924050632911,1996,0.556962025316456,0.584,2
"509",308.5,36.5,0.126582278481013,1996,0.563291139240506,0.584,2
"510",309.5,36.5,0.126582278481013,1996,0.563291139240506,0.584,2
"511",310.5,36.5,0.0886075949367089,1995,0.544303797468354,0.58,2
"512",311.5,36.5,0.0632911392405063,1995,0.531645569620253,0.58,2
"513",312.5,36.5,-0.164556962025316,2025,0.417721518987342,0.7,3
"514",313.5,36.5,-0.177215189873418,2025,0.411392405063291,0.7,3
"515",314.5,36.5,-0.189873417721519,2015,0.40506329113924,0.66,3
"516",315.5,36.5,-0.189873417721519,2015,0.40506329113924,0.66,3
"517",316.5,36.5,-0.189873417721519,2025,0.40506329113924,0.7,3
"518",317.5,36.5,-0.189873417721519,2025,0.40506329113924,0.7,3
"519",318.5,36.5,-0.20253164556962,2023,0.39873417721519,0.692,3
"520",319.5,36.5,-0.164556962025316,2058,0.417721518987342,0.832,3
"521",320.5,36.5,-0.215189873417722,2055,0.392405063291139,0.82,3
"522",321.5,36.5,-0.291139240506329,2065,0.354430379746835,0.86,3
"523",322.5,36.5,-0.341772151898734,2057,0.329113924050633,0.828,3
"524",323.5,36.5,-0.367088607594937,2057,0.316455696202532,0.828,3
"525",324.5,36.5,-0.303797468354431,2055,0.348101265822785,0.82,3
"526",325.5,36.5,-0.341772151898734,2055,0.329113924050633,0.82,3
"527",326.5,36.5,-0.354430379746836,2066,0.322784810126582,0.864,3
"528",327.5,36.5,-0.379746835443038,2057,0.310126582278481,0.828,3
"529",328.5,36.5,-0.354430379746836,2057,0.322784810126582,0.828,3
"530",329.5,36.5,-0.379746835443038,2057,0.310126582278481,0.828,3
"531",330.5,36.5,-0.405063291139241,2057,0.29746835443038,0.828,3
"532",331.5,36.5,-0.405063291139241,2057,0.29746835443038,0.828,3
"533",332.5,36.5,-0.39240506329114,2057,0.30379746835443,0.828,3
"534",333.5,36.5,-0.443037974683545,2057,0.278481012658228,0.828,3
"535",334.5,36.5,-0.455696202531646,2057,0.272151898734177,0.828,3
"536",335.5,36.5,-0.49367088607595,2057,0.253164556962025,0.828,3
"537",336.5,36.5,-0.240506329113924,2047,0.379746835443038,0.788,3
"538",337.5,36.5,0.113924050632911,1920,0.556962025316456,0.28,1
"539",338.5,36.5,0.139240506329114,1962,0.569620253164557,0.448,2
"540",339.5,36.5,0.0886075949367089,1920,0.544303797468354,0.28,1
"541",340.5,36.5,0.0886075949367089,1920,0.544303797468354,0.28,1
"542",341.5,36.5,0.126582278481013,1965,0.563291139240506,0.46,2
"543",342.5,36.5,0.113924050632911,1942,0.556962025316456,0.368,2
"544",343.5,36.5,0.10126582278481,1920,0.550632911392405,0.28,1
"545",344.5,36.5,0.113924050632911,1917,0.556962025316456,0.268,1
"546",345.5,36.5,0.126582278481013,1917,0.563291139240506,0.268,1
"547",346.5,36.5,0.139240506329114,1962,0.569620253164557,0.448,2
"548",347.5,36.5,0.151898734177215,1962,0.575949367088608,0.448,2
"549",348.5,36.5,0.164556962025316,1962,0.582278481012658,0.448,2
"550",349.5,36.5,0.151898734177215,1962,0.575949367088608,0.448,2
"551",350.5,36.5,0.164556962025316,1962,0.582278481012658,0.448,2
"552",351.5,36.5,0.164556962025316,1962,0.582278481012658,0.448,2
"553",352.5,36.5,0.164556962025316,1962,0.582278481012658,0.448,2
"554",353.5,36.5,0.164556962025316,1962,0.582278481012658,0.448,2
"556",355.5,36.5,0.177215189873418,1962,0.588607594936709,0.448,2
"557",356.5,36.5,0.164556962025316,1962,0.582278481012658,0.448,2
"558",357.5,36.5,0.177215189873418,1962,0.588607594936709,0.448,2
"559",358.5,36.5,0.189873417721519,1962,0.59493670886076,0.448,2
"560",359.5,36.5,0.189873417721519,1962,0.59493670886076,0.448,2
"565",284.5,37.5,0.253164556962025,1962,0.626582278481013,0.448,2
"566",285.5,37.5,0.265822784810127,1962,0.632911392405063,0.448,2
"567",286.5,37.5,0.164556962025316,1941,0.582278481012658,0.364,2
"568",287.5,37.5,-0.0886075949367089,1873,0.455696202531646,0.092,1
"569",288.5,37.5,0.139240506329114,2012,0.569620253164557,0.648,3
"570",289.5,37.5,0.113924050632911,2026,0.556962025316456,0.704,3
"571",290.5,37.5,0.0759493670886076,2026,0.537974683544304,0.704,3
"572",291.5,37.5,0.0632911392405063,1997,0.531645569620253,0.588,2
"573",292.5,37.5,-0.0886075949367089,1869,0.455696202531646,0.076,1
"574",293.5,37.5,0.0759493670886076,1997,0.537974683544304,0.588,2
"575",294.5,37.5,-0.0886075949367089,1871,0.455696202531646,0.084,1
"576",295.5,37.5,-0.10126582278481,1873,0.449367088607595,0.092,1
"577",296.5,37.5,-0.10126582278481,1873,0.449367088607595,0.092,1
"578",297.5,37.5,-0.126582278481013,1873,0.436708860759494,0.092,1
"579",298.5,37.5,-0.126582278481013,1873,0.436708860759494,0.092,1
"580",299.5,37.5,-0.139240506329114,1873,0.430379746835443,0.092,1
"581",300.5,37.5,-0.126582278481013,1873,0.436708860759494,0.092,1
"582",301.5,37.5,-0.113924050632911,1873,0.443037974683544,0.092,1
"583",302.5,37.5,0.0886075949367089,1942,0.544303797468354,0.368,2
"584",303.5,37.5,0.151898734177215,1944,0.575949367088608,0.376,2
"585",304.5,37.5,0.164556962025316,1996,0.582278481012658,0.584,2
"586",305.5,37.5,0.177215189873418,1996,0.588607594936709,0.584,2
"587",306.5,37.5,0.291139240506329,1996,0.645569620253165,0.584,2
"588",307.5,37.5,0.303797468354431,1996,0.651898734177215,0.584,2
"589",308.5,37.5,0.265822784810127,1995,0.632911392405063,0.58,2
"590",309.5,37.5,0.240506329113924,1996,0.620253164556962,0.584,2
